year,permit_type,occupation_field,occupation_category,occupation_group,number_granted_applications
2022,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Mathematicians, actuaries and statisticians",16
2022,first-time,Occupations requiring advanced university competence,Nurses & allied health,"Naprapaths, physiotherapists and occupational therapists",1
2022,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses,13
2022,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses (continued),5
2022,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Organisational developers, analysts and HR specialists",281
2022,first-time,Occupations requiring advanced university competence,Nurses & allied health,Other health specialists,10
2022,first-time,Occupations requiring advanced university competence,Education,Other teaching professionals,9
2022,first-time,Occupations requiring advanced university competence,Natural sciences (research),Physicists and chemists,35
2022,first-time,Occupations requiring advanced university competence,Religion & social work,Priests and deacons,10
2022,first-time,Occupations requiring advanced university competence,Education,"Primary, after-school and preschool teachers",124
2022,first-time,Occupations requiring advanced university competence,Nurses & allied health,Psychologists and psychotherapists,1
2022,first-time,Occupations requiring advanced university competence,Education,Secondary education teachers,5
2022,first-time,Occupations requiring advanced university competence,Religion & social work,Social workers and counsellors,1
2022,first-time,Occupations requiring advanced university competence,Total,Total,8317
2022,first-time,Occupations requiring advanced university competence,Education,University and college teachers,79
2022,first-time,Occupations requiring advanced university competence,Doctors & dentists,Veterinarians,7
2022,first-time,Occupations requiring advanced university competence,Education,Vocational teachers,1
2022,first-time,Occupations requiring short training or introduction,"Agriculture, forestry & fisheries",Berry pickers and planters,6534
2022,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,Cleaners and domestic helpers,696
2022,first-time,Occupations requiring short training or introduction,Construction trades,Construction labourers,24
2022,first-time,Occupations requiring short training or introduction,Transport & logistics,Dockworkers and ramp staff,40
2022,first-time,Occupations requiring short training or introduction,Hospitality & food service,"Fast food, kitchen and restaurant helpers",927
2022,first-time,Occupations requiring short training or introduction,Manufacturing & factory work,Hand packers and other factory workers,32
2022,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,"Launderers, window cleaners and other cleaners",57
2022,first-time,Occupations requiring short training or introduction,"Sales, retail & marketing",Market sellers,4
2022,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,"Newspaper carriers, janitors and other service workers",117
2022,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,Recycling workers,5
2022,first-time,Occupations requiring short training or introduction,Total,Total,8436
2022,first-time,Occupations requiring university competence or equivalent,Personal services & sports,Athletes and recreation leaders,15
2022,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Bank tellers and accounting clerks,19
2022,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,"Biomedical analysts, dental technicians and lab engineers",46
2022,first-time,Occupations requiring university competence or equivalent,"Sales, retail & marketing",Brokers and agents,18
2022,first-time,Occupations requiring university competence or equivalent,Education,Driving instructors,12
2022,first-time,Occupations requiring university competence or equivalent,Engineering professionals,Engineers and technicians,1694
2022,first-time,Occupations requiring university competence or equivalent,Hospitality & food service,Head chefs and sous chefs,5
2022,first-time,Occupations requiring university competence or equivalent,IT & software,"IT operations, support and network technicians",441
2022,first-time,Occupations requiring university competence or equivalent,"Arts, media & culture","Image, sound and lighting technicians",6
2022,first-time,Occupations requiring university competence or equivalent,"Sales, retail & marketing","Insurance advisors, business sales and buyers",202
2022,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Legal and executive secretaries,19
2022,first-time,Occupations requiring university competence or equivalent,"Arts, media & culture","Photographers, decorators and entertainers",16
2022,first-time,Occupations requiring university competence or equivalent,Transport & logistics,Pilots and ship/engine officers,25
2022,first-time,Occupations requiring university competence or equivalent,Engineering professionals,Supervisors in construction and manufacturing,22
2022,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Tax and social-insurance officers,40
2022,first-time,Occupations requiring university competence or equivalent,Total,Total,2598
2022,first-time,Occupations requiring university competence or equivalent,Religion & social work,Treatment assistants and clergy,14
2022,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,Veterinary assistants,4
2022,first-time,Other,Unknown / other,Other,67
2022,first-time,Other,Total,Total,67
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,Assemblers,90
2022,first-time,Plant/machine operators and transport,Transport & logistics,"Car, motorcycle and bicycle drivers",70
2022,first-time,Plant/machine operators and transport,Construction trades,Heavy equipment operators,43
2022,first-time,Plant/machine operators and transport,Transport & logistics,Lorry and bus drivers,9
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, chemical and pharma products",2
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",24
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",12
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",11
2022,first-time,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,129
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,4
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,4
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",4
2022,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process operators, wood and paper industry",1
2022,first-time,Plant/machine operators and transport,Total,Total,403
2022,first-time,"Service, care and sales workers",Care & nursing aides,Assistant nurses,87
2022,first-time,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,100
2022,first-time,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",2
2022,first-time,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,88
2022,first-time,"Service, care and sales workers","Sales, retail & marketing",Cashiers,11
2022,first-time,"Service, care and sales workers",Education,Childcare workers and teaching assistants,18
2022,first-time,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,58
2022,first-time,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,572
2022,first-time,"Service, care and sales workers",Care & nursing aides,Dental nurses,8
2022,first-time,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,5
2022,first-time,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",77
2022,first-time,"Service, care and sales workers",Care & nursing aides,Nursing aides,37
2022,first-time,"Service, care and sales workers",Military & security,Other security and protective service workers,3
2022,first-time,"Service, care and sales workers",Unknown / other,Other service staff,5
2022,first-time,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,71
2022,first-time,"Service, care and sales workers",Total,Total,1142
2022,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,22
2022,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",83
2022,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,6
2022,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,5
2022,extension,"Agriculture, horticulture, forestry and fisheries",Total,Total,116
2022,extension,Clerical support and customer service,Unknown / other,Croupiers and debt collectors,9
2022,extension,Clerical support and customer service,General management,Elected officials,1
2022,extension,Clerical support and customer service,"Arts, media & culture",Library and archive assistants,1
2022,extension,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,109
2022,extension,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,14
2022,extension,Clerical support and customer service,Total,Total,385
2022,extension,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",42
2022,extension,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,209
2022,extension,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,40
2022,extension,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",59
2022,extension,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",347
2022,extension,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",68
2022,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,8
2022,extension,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,52
2022,extension,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",103
2022,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,2
2022,extension,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",2
2022,extension,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",89
2022,extension,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,15
2022,extension,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",18
2022,extension,Construction and manufacturing trades,Total,Total,913
2022,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,110
2022,extension,Managers,"Business, finance & legal",Administration and planning managers,4
2022,extension,Managers,General management,CEOs and managing directors,25
2022,extension,Managers,"Sales, retail & marketing",Communications and PR managers,6
2022,extension,Managers,"Business, finance & legal",Finance managers,28
2022,extension,Managers,"Agriculture, forestry & fisheries",Forestry and agriculture managers,1
2022,extension,Managers,"Business, finance & legal",HR managers,14
2022,extension,Managers,IT & software,IT managers,57
2022,extension,Managers,Engineering professionals,Managers in architecture and engineering,12
2022,extension,Managers,"Business, finance & legal","Managers in banking, finance and insurance",1
2022,extension,Managers,Care & nursing aides,Managers in healthcare,1
2022,extension,Managers,General management,Managers in other service industries,6
2022,extension,Managers,Education,"Managers in primary, secondary and adult education",3
2022,extension,Managers,"Sales, retail & marketing",Managers in retail and wholesale,2
2022,extension,Managers,Engineering professionals,Operations managers in construction and mining,3
2022,extension,Managers,General management,Other administration and service managers,30
2022,extension,Managers,Education,Other managers in education,3
2022,extension,Managers,General management,Politicians and senior civil servants,2
2022,extension,Managers,Engineering professionals,Production managers in manufacturing,9
2022,extension,Managers,Transport & logistics,"Purchasing, logistics and transport managers",30
2022,extension,Managers,Engineering professionals,R&D managers,19
2022,extension,Managers,Hospitality & food service,Restaurant and kitchen managers,41
2022,extension,Managers,"Sales, retail & marketing",Sales and marketing managers,89
2022,extension,Managers,Total,Total,386
2022,extension,Military occupations,Military & security,Soldiers,15
2022,extension,Military occupations,Total,Total,15
2022,extension,Occupations requiring advanced university competence,Engineering professionals,Architects and surveyors,29
2022,extension,Occupations requiring advanced university competence,"Arts, media & culture","Artists, musicians and actors",15
2022,extension,Occupations requiring advanced university competence,"Business, finance & legal","Auditors, financial analysts and fund managers",188
2022,extension,Occupations requiring advanced university competence,"Arts, media & culture","Authors, journalists and interpreters",4
2022,extension,Occupations requiring advanced university competence,Natural sciences (research),"Biologists, pharmacologists and agriculture/forestry specialists",25
2022,extension,Occupations requiring advanced university competence,"Arts, media & culture",Curators and librarians,3
2022,extension,Occupations requiring advanced university competence,Doctors & dentists,Dentists,22
2022,extension,Occupations requiring advanced university competence,"Arts, media & culture",Designers,163
2022,extension,Occupations requiring advanced university competence,Doctors & dentists,Doctors / physicians,161
2022,extension,Occupations requiring advanced university competence,Engineering professionals,Engineering professionals,1036
2022,extension,Occupations requiring advanced university competence,Natural sciences (research),Environmental and health protection specialists,8
2022,extension,Occupations requiring advanced university competence,IT & software,"IT architects, developers and test leads",3653
2022,extension,Occupations requiring advanced university competence,"Business, finance & legal",Lawyers,23
2022,extension,Occupations requiring advanced university competence,"Sales, retail & marketing",Marketers and communicators,146
2022,extension,Occupations requiring advanced university competence,"Business, finance & legal","Mathematicians, actuaries and statisticians",8
2022,extension,Occupations requiring advanced university competence,Nurses & allied health,"Naprapaths, physiotherapists and occupational therapists",4
2022,extension,Occupations requiring advanced university competence,Nurses & allied health,Nurses,42
2022,extension,Occupations requiring advanced university competence,Nurses & allied health,Nurses (continued),9
2022,extension,Occupations requiring advanced university competence,"Business, finance & legal","Organisational developers, analysts and HR specialists",148
2022,extension,Occupations requiring advanced university competence,Nurses & allied health,Other health specialists,11
2022,extension,Occupations requiring advanced university competence,Education,Other teaching professionals,9
2022,extension,Occupations requiring advanced university competence,Natural sciences (research),Physicists and chemists,27
2022,extension,Occupations requiring advanced university competence,Religion & social work,Priests and deacons,8
2022,extension,Occupations requiring advanced university competence,Education,"Primary, after-school and preschool teachers",178
2022,extension,Occupations requiring advanced university competence,Nurses & allied health,Psychologists and psychotherapists,1
2022,extension,Occupations requiring advanced university competence,Education,Secondary education teachers,14
2022,extension,Occupations requiring advanced university competence,Religion & social work,Social workers and counsellors,5
2022,extension,Occupations requiring advanced university competence,Total,Total,6025
2022,extension,Occupations requiring advanced university competence,Education,University and college teachers,82
2022,extension,Occupations requiring advanced university competence,Doctors & dentists,Veterinarians,2
2022,extension,Occupations requiring advanced university competence,Education,Vocational teachers,1
2022,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,Cleaners and domestic helpers,546
2022,extension,Occupations requiring short training or introduction,Construction trades,Construction labourers,17
2022,extension,Occupations requiring short training or introduction,Transport & logistics,Dockworkers and ramp staff,19
2022,extension,Occupations requiring short training or introduction,Hospitality & food service,"Fast food, kitchen and restaurant helpers",1043
2022,extension,Occupations requiring short training or introduction,Manufacturing & factory work,Hand packers and other factory workers,36
2022,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,"Launderers, window cleaners and other cleaners",57
2022,extension,Occupations requiring short training or introduction,"Sales, retail & marketing",Market sellers,3
2022,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,"Newspaper carriers, janitors and other service workers",155
2022,extension,Occupations requiring short training or introduction,Cleaning & building maintenance,Recycling workers,4
2022,extension,Occupations requiring short training or introduction,Total,Total,1880
2022,extension,Occupations requiring university competence or equivalent,Personal services & sports,Athletes and recreation leaders,11
2022,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Bank tellers and accounting clerks,14
2022,extension,Occupations requiring university competence or equivalent,Nurses & allied health,"Biomedical analysts, dental technicians and lab engineers",24
2022,extension,Occupations requiring university competence or equivalent,"Sales, retail & marketing",Brokers and agents,15
2022,extension,Occupations requiring university competence or equivalent,Nurses & allied health,Dental hygienists,1
2022,extension,Occupations requiring university competence or equivalent,Education,Driving instructors,6
2022,extension,Occupations requiring university competence or equivalent,Engineering professionals,Engineers and technicians,749
2022,extension,Occupations requiring university competence or equivalent,Hospitality & food service,Head chefs and sous chefs,9
2022,extension,Occupations requiring university competence or equivalent,IT & software,"IT operations, support and network technicians",311
2022,extension,Occupations requiring university competence or equivalent,"Arts, media & culture","Image, sound and lighting technicians",2
2022,extension,Occupations requiring university competence or equivalent,"Sales, retail & marketing","Insurance advisors, business sales and buyers",162
2022,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Legal and executive secretaries,14
2022,extension,Occupations requiring university competence or equivalent,"Arts, media & culture","Photographers, decorators and entertainers",13
2022,extension,Occupations requiring university competence or equivalent,Transport & logistics,Pilots and ship/engine officers,3
2022,extension,Occupations requiring university competence or equivalent,Engineering professionals,Supervisors in construction and manufacturing,21
2022,extension,Occupations requiring university competence or equivalent,"Business, finance & legal",Tax and social-insurance officers,42
2022,extension,Occupations requiring university competence or equivalent,Total,Total,1415
2022,extension,Occupations requiring university competence or equivalent,Religion & social work,Treatment assistants and clergy,16
2022,extension,Occupations requiring university competence or equivalent,Nurses & allied health,Veterinary assistants,2
2022,extension,Other,Unknown / other,Other,219
2022,extension,Other,Total,Total,219
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,Assemblers,59
2022,extension,Plant/machine operators and transport,Transport & logistics,"Car, motorcycle and bicycle drivers",37
2022,extension,Plant/machine operators and transport,Construction trades,Heavy equipment operators,24
2022,extension,Plant/machine operators and transport,Transport & logistics,Lorry and bus drivers,20
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, chemical and pharma products",1
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",33
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",13
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",16
2022,extension,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,31
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,7
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,10
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",6
2022,extension,Plant/machine operators and transport,Manufacturing & factory work,"Process operators, wood and paper industry",2
2022,extension,Plant/machine operators and transport,Transport & logistics,Sailors and deckhands,1
2022,extension,Plant/machine operators and transport,Total,Total,260
2022,extension,"Service, care and sales workers",Care & nursing aides,Assistant nurses,84
2022,extension,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,118
2022,extension,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",2
2022,extension,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,140
2022,extension,"Service, care and sales workers","Sales, retail & marketing",Cashiers,10
2022,extension,"Service, care and sales workers",Education,Childcare workers and teaching assistants,36
2022,extension,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,42
2022,extension,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,596
2022,extension,"Service, care and sales workers",Care & nursing aides,Dental nurses,14
2022,extension,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,1
2022,extension,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",42
2022,extension,"Service, care and sales workers",Care & nursing aides,Nursing aides,48
2022,extension,"Service, care and sales workers",Unknown / other,Other service staff,6
2022,extension,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,96
2022,extension,"Service, care and sales workers",Total,Total,1235
2023,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,22
2023,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",734
2023,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Fish farmers and fishers,2
2023,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,461
2023,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,36
2023,first-time,"Agriculture, horticulture, forestry and fisheries",Total,Total,1255
2023,first-time,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,187
2023,first-time,Clerical support and customer service,Unknown / other,Other,1
2023,first-time,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,8
2023,first-time,Clerical support and customer service,Total,Total,443
2023,first-time,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",41
2023,first-time,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,206
2023,first-time,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,25
2023,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",29
2023,first-time,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",300
2023,first-time,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",83
2023,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,11
2023,first-time,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,65
2023,first-time,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",96
2023,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,3
2023,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",1
2023,first-time,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",82
2023,first-time,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,12
2023,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",8
2023,first-time,Construction and manufacturing trades,Total,Total,848
2023,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,133
2023,first-time,Managers,"Business, finance & legal",Administration and planning managers,17
2023,first-time,Managers,General management,CEOs and managing directors,54
2023,first-time,Managers,"Sales, retail & marketing",Communications and PR managers,10
2023,first-time,Managers,"Business, finance & legal",Finance managers,39
2023,first-time,Managers,"Business, finance & legal",HR managers,15
2023,first-time,Managers,Hospitality & food service,Hotel and conference managers,1
2023,first-time,Managers,IT & software,IT managers,71
2023,first-time,Managers,Engineering professionals,Managers in architecture and engineering,18
2023,first-time,Managers,"Business, finance & legal","Managers in banking, finance and insurance",5
2023,first-time,Managers,Care & nursing aides,Managers in healthcare,1
2023,first-time,Managers,General management,Managers in other service industries,5
2023,first-time,Managers,Education,"Managers in primary, secondary and adult education",1
2023,first-time,Managers,"Sales, retail & marketing",Managers in retail and wholesale,7
2023,first-time,Managers,Engineering professionals,Operations managers in construction and mining,9
2023,first-time,Managers,General management,Other administration and service managers,75
2023,first-time,Managers,Education,Other managers in education,2
2023,first-time,Managers,General management,Politicians and senior civil servants,9
2023,first-time,Managers,Engineering professionals,Production managers in manufacturing,30
2023,first-time,Managers,"Business, finance & legal",Property and administration managers,2
2023,first-time,Managers,Transport & logistics,"Purchasing, logistics and transport managers",42
2023,first-time,Managers,Engineering professionals,R&D managers,23
2023,first-time,Managers,Hospitality & food service,Restaurant and kitchen managers,30
2023,first-time,Managers,"Sales, retail & marketing",Sales and marketing managers,79
2023,first-time,Managers,Total,Total,545
2023,first-time,Military occupations,Military & security,Soldiers,6
2023,first-time,Military occupations,Total,Total,6
2023,first-time,Occupations requiring advanced university competence,Engineering professionals,Architects and surveyors,24
2023,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Artists, musicians and actors",12
2023,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Auditors, financial analysts and fund managers",279
2023,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Authors, journalists and interpreters",21
2023,first-time,Occupations requiring advanced university competence,Natural sciences (research),"Biologists, pharmacologists and agriculture/forestry specialists",62
2023,first-time,Occupations requiring advanced university competence,"Arts, media & culture",Curators and librarians,6
2023,first-time,Occupations requiring advanced university competence,Doctors & dentists,Dentists,24
2023,first-time,Occupations requiring advanced university competence,"Arts, media & culture",Designers,176
2023,first-time,Occupations requiring advanced university competence,Doctors & dentists,Doctors / physicians,128
2023,first-time,Occupations requiring advanced university competence,Engineering professionals,Engineering professionals,1479
2023,first-time,Occupations requiring advanced university competence,Natural sciences (research),Environmental and health protection specialists,32
2023,first-time,Occupations requiring advanced university competence,IT & software,"IT architects, developers and test leads",3703
2023,first-time,Occupations requiring advanced university competence,"Business, finance & legal",Lawyers,34
2023,first-time,Occupations requiring advanced university competence,"Sales, retail & marketing",Marketers and communicators,210
2023,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Mathematicians, actuaries and statisticians",7
2023,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses,19
2023,first-time,Occupations requiring advanced university competence,Nurses & allied health,Nurses (continued),1
2023,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Organisational developers, analysts and HR specialists",199
2023,first-time,Occupations requiring advanced university competence,Nurses & allied health,Other health specialists,17
2023,first-time,Occupations requiring advanced university competence,Education,Other teaching professionals,6
2023,first-time,Occupations requiring advanced university competence,Natural sciences (research),Physicists and chemists,62
2023,first-time,Occupations requiring advanced university competence,Religion & social work,Priests and deacons,4
2023,first-time,Occupations requiring advanced university competence,Education,"Primary, after-school and preschool teachers",82
2023,first-time,Occupations requiring advanced university competence,Education,Secondary education teachers,6
2023,first-time,Occupations requiring advanced university competence,Religion & social work,Social workers and counsellors,5
2023,first-time,Occupations requiring advanced university competence,Total,Total,6749
2023,first-time,Occupations requiring advanced university competence,Education,University and college teachers,139
2023,first-time,Occupations requiring advanced university competence,Doctors & dentists,Veterinarians,8
2023,first-time,Occupations requiring advanced university competence,Education,Vocational teachers,4
2023,first-time,Occupations requiring short training or introduction,"Agriculture, forestry & fisheries",Berry pickers and planters,5240
2023,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,Cleaners and domestic helpers,475
2023,first-time,Occupations requiring short training or introduction,Construction trades,Construction labourers,11
2023,first-time,Occupations requiring short training or introduction,Transport & logistics,Dockworkers and ramp staff,9
2023,first-time,Occupations requiring short training or introduction,Hospitality & food service,"Fast food, kitchen and restaurant helpers",761
2023,first-time,Occupations requiring short training or introduction,Manufacturing & factory work,Hand packers and other factory workers,20
2023,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,"Launderers, window cleaners and other cleaners",41
2023,first-time,Occupations requiring short training or introduction,"Sales, retail & marketing",Market sellers,3
2023,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,"Newspaper carriers, janitors and other service workers",89
2023,first-time,Occupations requiring short training or introduction,Cleaning & building maintenance,Recycling workers,2
2023,first-time,Occupations requiring short training or introduction,Total,Total,6651
2023,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,Alternative medicine therapists,1
2023,first-time,Occupations requiring university competence or equivalent,Personal services & sports,Athletes and recreation leaders,18
2023,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Bank tellers and accounting clerks,18
2023,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,"Biomedical analysts, dental technicians and lab engineers",58
2023,first-time,Occupations requiring university competence or equivalent,"Sales, retail & marketing",Brokers and agents,12
2023,first-time,Occupations requiring university competence or equivalent,Education,Driving instructors,6
2023,first-time,Occupations requiring university competence or equivalent,Engineering professionals,Engineers and technicians,1692
2023,first-time,Occupations requiring university competence or equivalent,Hospitality & food service,Head chefs and sous chefs,13
2023,first-time,Occupations requiring university competence or equivalent,IT & software,"IT operations, support and network technicians",390
2023,first-time,Occupations requiring university competence or equivalent,"Arts, media & culture","Image, sound and lighting technicians",5
2023,first-time,Occupations requiring university competence or equivalent,"Sales, retail & marketing","Insurance advisors, business sales and buyers",192
2023,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Legal and executive secretaries,18
2023,first-time,Occupations requiring university competence or equivalent,"Arts, media & culture","Photographers, decorators and entertainers",14
2023,first-time,Occupations requiring university competence or equivalent,Transport & logistics,Pilots and ship/engine officers,13
2023,first-time,Occupations requiring university competence or equivalent,Engineering professionals,Supervisors in construction and manufacturing,24
2023,first-time,Occupations requiring university competence or equivalent,"Business, finance & legal",Tax and social-insurance officers,56
2023,first-time,Occupations requiring university competence or equivalent,Total,Total,2548
2023,first-time,Occupations requiring university competence or equivalent,Religion & social work,Treatment assistants and clergy,9
2023,first-time,Occupations requiring university competence or equivalent,Nurses & allied health,Veterinary assistants,9
2023,first-time,Other,Unknown / other,Other,91
2023,first-time,Other,Total,Total,91
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,Assemblers,111
2023,first-time,Plant/machine operators and transport,Transport & logistics,"Car, motorcycle and bicycle drivers",49
2023,first-time,Plant/machine operators and transport,Construction trades,Heavy equipment operators,12
2023,first-time,Plant/machine operators and transport,Transport & logistics,Lorry and bus drivers,6
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, chemical and pharma products",3
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, food industry",20
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, rubber/plastic/paper",15
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Machine operators, textile/laundry/leather",9
2023,first-time,Plant/machine operators and transport,Engineering professionals,Operations technicians and process supervisors,372
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,Ore processing and well drillers,1
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,Other process and machine operators,33
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process and machine operators, steel and metal works",8
2023,first-time,Plant/machine operators and transport,Manufacturing & factory work,"Process operators, wood and paper industry",2
